[detection] The camouflaged objects.
COD10K-CAM-2-Terrestrial-24-Caterpillar-1597.jpg@#@<p>The camouflaged objects</p> {<1><57><99><89>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-845.jpg@#@<p>The camouflaged objects</p> {<0><1><98><100>}<delim>{<67><62><79><71>}<delim>{<34><53><49><69>}
COD10K-CAM-2-Terrestrial-48-Wolf-2916.jpg@#@<p>The camouflaged objects</p> {<74><43><89><62>}<delim>{<75><51><90><61>}<delim>{<84><44><100><56>}
COD10K-CAM-3-Flying-62-Mantis-4378.jpg@#@<p>The camouflaged objects</p> {<1><2><100><100>}
COD10K-CAM-3-Flying-60-Heron-3895.jpg@#@<p>The camouflaged objects.</p> {<0><1><100><100>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-353.jpg@#@<p>The camouflaged objects</p> {<25><17><64><100>}<delim>{<74><23><100><89>}
COD10K-CAM-1-Aquatic-16-Shrimp-1117.jpg@#@<p>The camouflaged objects</p> {<35><24><64><82>}<delim>{<60><19><99><77>}<delim>{<1><0><53><63>}
COD10K-CAM-1-Aquatic-3-Crab-30.jpg@#@<p>The camouflaged objects</p> {<34><33><61><72>}<delim>{<35><32><59><63>}
COD10K-CAM-2-Terrestrial-28-Deer-1784.jpg@#@<p>The camouflaged objects</p> {<52><48><62><57>}<delim>{<10><9><100><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-652.jpg@#@<p>The camouflaged objects</p> {<7><28><57><56>}<delim>{<14><27><59><56>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1035.jpg@#@<p>The camouflaged objects</p> {<16><15><73><98>}<delim>{<0><47><79><100>}
COD10K-CAM-2-Terrestrial-47-Tiger-2890.jpg@#@<p>The camouflaged objects</p> {<0><11><75><100>}
COD10K-CAM-3-Flying-54-Bittern-3271.jpg@#@<p>The camouflaged objects</p> {<1><0><26><98>}<delim>{<27><38><47><100>}<delim>{<27><2><42><45>}
COD10K-CAM-2-Terrestrial-23-Cat-1386.jpg@#@<p>The camouflaged objects</p> {<1><37><66><87>}
COD10K-CAM-1-Aquatic-6-Fish-225.jpg@#@<p>The camouflaged objects</p> {<0><1><98><98>}
COD10K-CAM-5-Other-69-Other-5063.jpg@#@<p>The camouflaged objects</p> {<1><38><84><71>}<delim>{<28><25><50><45>}<delim>{<30><26><52><50>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1052.jpg@#@<p>The camouflaged objects</p> {<0><1><99><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3708.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-28-Deer-1772.jpg@#@<p>The camouflaged objects</p> {<27><53><40><76>}<delim>{<18><53><40><76>}
COD10K-CAM-3-Flying-65-Owl-4533.jpg@#@<p>The camouflaged objects</p> {<42><36><51><56>}<delim>{<47><14><57><46>}
COD10K-CAM-3-Flying-62-Mantis-4361.jpg@#@<p>The camouflaged objects</p> {<45><16><61><84>}<delim>{<1><0><100><98>}
COD10K-CAM-3-Flying-65-Owl-4615.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1523.jpg@#@<p>The camouflaged objects</p> {<38><39><63><62>}<delim>{<44><42><67><61>}
COD10K-CAM-2-Terrestrial-23-Cat-1367.jpg@#@<p>The camouflaged objects</p> {<67><25><83><91>}<delim>{<9><42><34><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2745.jpg@#@<p>The camouflaged objects</p> {<7><41><42><89>}<delim>{<33><20><63><65>}<delim>{<10><43><41><89>}
COD10K-CAM-1-Aquatic-6-Fish-190.jpg@#@<p>The camouflaged objects</p> {<0><18><96><99>}
COD10K-CAM-3-Flying-61-Katydid-3979.jpg@#@<p>The camouflaged objects</p> {<8><2><94><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1471.jpg@#@<p>The camouflaged objects</p> {<71><0><82><27>}<delim>{<86><0><94><23>}
COD10K-CAM-3-Flying-53-Bird-3155.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-3-Flying-61-Katydid-3987.jpg@#@<p>The camouflaged objects</p> {<18><26><83><74>}
COD10K-CAM-3-Flying-65-Owl-4626.jpg@#@<p>The camouflaged objects</p> {<1><2><98><97>}
COD10K-CAM-3-Flying-56-Cicada-3470.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-2-Terrestrial-45-Spider-2646.jpg@#@<p>The camouflaged objects</p> {<43><19><61><71>}<delim>{<62><28><80><70>}
COD10K-CAM-4-Amphibian-68-Toad-4938.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}<delim>{<0><57><100><96>}
COD10K-CAM-3-Flying-62-Mantis-4258.jpg@#@<p>The camouflaged objects</p> {<9><11><72><74>}
COD10K-CAM-1-Aquatic-13-Pipefish-560.jpg@#@<p>The camouflaged objects</p> {<9><10><89><83>}<delim>{<72><63><83><74>}
COD10K-CAM-1-Aquatic-13-Pipefish-685.jpg@#@<p>The camouflaged objects</p> {<12><20><99><74>}
COD10K-CAM-2-Terrestrial-49-Worm-2934.jpg@#@<p>The camouflaged objects</p> {<14><59><57><77>}<delim>{<32><35><60><49>}<delim>{<13><58><61><81>}
COD10K-CAM-1-Aquatic-11-Octopus-445.jpg@#@<p>The camouflaged objects</p> {<1><21><100><63>}
COD10K-CAM-4-Amphibian-67-Frog-4707.jpg@#@<p>The camouflaged objects</p> {<52><27><73><54>}<delim>{<10><63><33><78>}<delim>{<1><59><28><78>}<delim>{<25><17><50><42>}
COD10K-CAM-3-Flying-59-Grasshopper-3733.jpg@#@<p>The camouflaged objects</p> {<41><58><60><79>}<delim>{<32><24><44><34>}<delim>{<60><1><63><11>}
COD10K-CAM-2-Terrestrial-47-Tiger-2906.jpg@#@<p>The camouflaged objects</p> {<45><42><59><67>}<delim>{<10><34><30><48>}<delim>{<53><28><70><43>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-854.jpg@#@<p>The camouflaged objects</p> {<32><21><92><54>}<delim>{<60><23><92><49>}<delim>{<47><24><68><50>}
COD10K-CAM-1-Aquatic-13-Pipefish-818.jpg@#@<p>The camouflaged objects</p> {<14><21><68><97>}<delim>{<0><1><53><79>}<delim>{<61><1><97><54>}<delim>{<0><0><9><68>}
COD10K-CAM-1-Aquatic-3-Crab-33.jpg@#@<p>The camouflaged objects</p> {<1><10><98><97>}<delim>{<1><10><98><97>}
COD10K-CAM-3-Flying-53-Bird-3246.jpg@#@<p>The camouflaged objects</p> {<66><31><75><48>}<delim>{<56><32><65><49>}<delim>{<70><32><78><46>}
COD10K-CAM-3-Flying-62-Mantis-4253.jpg@#@<p>The camouflaged objects</p> {<15><28><53><64>}<delim>{<59><47><67><63>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2819.jpg@#@<p>The camouflaged objects</p> {<5><4><97><95>}<delim>{<51><9><73><53>}
COD10K-CAM-2-Terrestrial-23-Cat-1516.jpg@#@<p>The camouflaged objects</p> {<30><45><91><72>}<delim>{<1><4><99><100>}
COD10K-CAM-4-Amphibian-68-Toad-4856.jpg@#@<p>The camouflaged objects</p> {<34><29><67><70>}
COD10K-CAM-2-Terrestrial-36-Leopard-2068.jpg@#@<p>The camouflaged objects</p> {<49><51><67><78>}<delim>{<61><52><69><74>}<delim>{<52><50><59><73>}<delim>{<53><45><63><63>}
COD10K-CAM-1-Aquatic-13-Pipefish-577.jpg@#@<p>The camouflaged objects</p> {<25><0><80><95>}<delim>{<0><1><87><93>}
COD10K-CAM-3-Flying-54-Bittern-3284.jpg@#@<p>The camouflaged objects</p> {<1><2><99><63>}
COD10K-CAM-2-Terrestrial-45-Spider-2552.jpg@#@<p>The camouflaged objects</p> {<41><27><58><63>}<delim>{<26><28><87><67>}
COD10K-CAM-3-Flying-59-Grasshopper-3697.jpg@#@<p>The camouflaged objects</p> {<27><24><71><60>}<delim>{<34><25><70><59>}
COD10K-CAM-2-Terrestrial-38-Lizard-2264.jpg@#@<p>The camouflaged objects</p> {<12><24><81><93>}
COD10K-CAM-1-Aquatic-8-FrogFish-295.jpg@#@<p>The camouflaged objects</p> {<4><3><99><93>}
COD10K-CAM-2-Terrestrial-45-Spider-2494.jpg@#@<p>The camouflaged objects</p> {<1><1><99><99>}
COD10K-CAM-3-Flying-64-Moth-4453.jpg@#@<p>The camouflaged objects</p> {<5><14><96><83>}<delim>{<2><0><100><100>}
COD10K-CAM-3-Flying-57-Dragonfly-3559.jpg@#@<p>The camouflaged objects</p> {<40><37><79><89>}<delim>{<0><15><100><99>}
COD10K-CAM-2-Terrestrial-37-Lion-2105.jpg@#@<p>The camouflaged objects</p> {<55><23><91><76>}<delim>{<54><28><91><70>}<delim>{<0><47><31><85>}
COD10K-CAM-1-Aquatic-6-Fish-231.jpg@#@<p>The camouflaged objects</p> {<1><19><89><94>}
COD10K-CAM-4-Amphibian-68-Toad-4899.jpg@#@<p>The camouflaged objects</p> {<1><22><62><83>}<delim>{<59><0><100><72>}
COD10K-CAM-1-Aquatic-3-Crab-88.jpg@#@<p>The camouflaged objects</p> {<41><32><75><60>}<delim>{<43><32><75><60>}
COD10K-CAM-3-Flying-59-Grasshopper-3636.jpg@#@<p>The camouflaged objects</p> {<13><1><50><100>}<delim>{<36><24><58><91>}
COD10K-CAM-2-Terrestrial-21-Ant-1251.jpg@#@<p>The camouflaged objects</p> {<24><44><61><79>}<delim>{<54><38><83><70>}
COD10K-CAM-2-Terrestrial-47-Tiger-2899.jpg@#@<p>The camouflaged objects</p> {<1><1><98><100>}
COD10K-CAM-3-Flying-56-Cicada-3530.jpg@#@<p>The camouflaged objects</p> {<43><38><63><58>}<delim>{<51><40><60><58>}
COD10K-CAM-4-Amphibian-67-Frog-4721.jpg@#@<p>The camouflaged objects</p> {<39><24><61><56>}<delim>{<39><24><61><56>}
COD10K-CAM-4-Amphibian-68-Toad-4945.jpg@#@<p>The camouflaged objects.</p> {<50><47><82><67>}<delim>{<1><1><100><99>}
COD10K-CAM-1-Aquatic-13-Pipefish-769.jpg@#@<p>The camouflaged objects</p> {<1><7><89><72>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1697.jpg@#@<p>The camouflaged objects</p> {<19><24><83><82>}
COD10K-CAM-3-Flying-59-Grasshopper-3828.jpg@#@<p>The camouflaged objects</p> {<35><14><87><90>}
COD10K-CAM-2-Terrestrial-38-Lizard-2286.jpg@#@<p>The camouflaged objects</p> {<45><37><64><58>}<delim>{<0><1><98><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1545.jpg@#@<p>The camouflaged objects</p> {<15><26><55><100>}
COD10K-CAM-3-Flying-65-Owl-4644.jpg@#@<p>The camouflaged objects</p> {<15><48><32><74>}<delim>{<60><35><77><69>}<delim>{<11><49><32><77>}<delim>{<34><18><59><37>}
COD10K-CAM-3-Flying-65-Owl-4530.jpg@#@<p>The camouflaged objects</p> {<73><25><96><63>}<delim>{<1><1><100><100>}<delim>{<48><1><54><13>}<delim>{<14><1><31><40>}
COD10K-CAM-4-Amphibian-68-Toad-4999.jpg@#@<p>The camouflaged objects</p> {<17><23><91><99>}<delim>{<0><4><100><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-557.jpg@#@<p>The camouflaged objects</p> {<35><16><60><97>}<delim>{<84><15><100><52>}<delim>{<1><1><32><32>}<delim>{<21><11><44><44>}
COD10K-CAM-3-Flying-61-Katydid-4037.jpg@#@<p>The camouflaged objects</p> {<15><0><98><100>}<delim>{<1><1><100><99>}
COD10K-CAM-1-Aquatic-13-Pipefish-520.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3618.jpg@#@<p>The camouflaged objects</p> {<9><0><76><88>}<delim>{<47><1><72><56>}
COD10K-CAM-3-Flying-61-Katydid-3958.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-3-Flying-61-Katydid-4173.jpg@#@<p>The camouflaged objects</p> {<10><1><99><82>}<delim>{<42><32><96><74>}
COD10K-CAM-2-Terrestrial-23-Cat-1451.jpg@#@<p>The camouflaged objects</p> {<3><1><99><98>}
COD10K-CAM-2-Terrestrial-28-Deer-1773.jpg@#@<p>The camouflaged objects</p> {<1><0><25><67>}<delim>{<87><0><99><65>}
COD10K-CAM-2-Terrestrial-45-Spider-2735.jpg@#@<p>The camouflaged objects</p> {<17><7><83><62>}<delim>{<0><12><24><94>}
COD10K-CAM-2-Terrestrial-38-Lizard-2225.jpg@#@<p>The camouflaged objects</p> {<16><35><89><80>}<delim>{<16><35><89><74>}
COD10K-CAM-1-Aquatic-3-Crab-31.jpg@#@<p>The camouflaged objects</p> {<34><20><67><97>}<delim>{<70><1><100><100>}<delim>{<67><42><85><98>}
COD10K-CAM-1-Aquatic-13-Pipefish-631.jpg@#@<p>The camouflaged objects</p> {<14><0><98><93>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2816.jpg@#@<p>The camouflaged objects</p> {<10><16><97><85>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2831.jpg@#@<p>The camouflaged objects</p> {<28><17><54><71>}<delim>{<30><17><56><71>}<delim>{<50><17><63><71>}
COD10K-CAM-3-Flying-65-Owl-4604.jpg@#@<p>The camouflaged objects</p> {<47><31><59><58>}<delim>{<50><62><69><81>}
COD10K-CAM-3-Flying-61-Katydid-3983.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}<delim>{<0><3><25><75>}<delim>{<52><30><64><46>}
COD10K-CAM-3-Flying-54-Bittern-3252.jpg@#@<p>The camouflaged objects</p> {<51><18><72><83>}<delim>{<59><63><66><74>}
COD10K-CAM-3-Flying-55-Butterfly-3390.jpg@#@<p>The camouflaged objects</p> {<17><28><65><72>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1574.jpg@#@<p>The camouflaged objects</p> {<38><21><57><60>}<delim>{<1><1><100><100>}
COD10K-CAM-1-Aquatic-6-Fish-222.jpg@#@<p>The camouflaged objects</p> {<37><16><72><79>}<delim>{<0><1><99><100>}
COD10K-CAM-3-Flying-61-Katydid-4082.jpg@#@<p>The camouflaged objects</p> {<1><26><94><78>}
COD10K-CAM-3-Flying-65-Owl-4599.jpg@#@<p>The camouflaged objects</p> {<1><0><100><98>}
COD10K-CAM-4-Amphibian-68-Toad-4809.jpg@#@<p>The camouflaged objects</p> {<13><7><86><95>}<delim>{<0><56><22><80>}
COD10K-CAM-2-Terrestrial-45-Spider-2630.jpg@#@<p>The camouflaged objects</p> {<31><32><76><70>}<delim>{<54><34><75><69>}
COD10K-CAM-4-Amphibian-67-Frog-4795.jpg@#@<p>The camouflaged objects</p> {<38><34><80><62>}<delim>{<37><34><69><57>}
COD10K-CAM-3-Flying-66-Owlfly-4668.jpg@#@<p>The camouflaged objects</p> {<21><30><82><74>}<delim>{<0><0><100><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-826.jpg@#@<p>The camouflaged objects</p> {<15><20><63><70>}<delim>{<53><49><99><100>}<delim>{<1><17><19><68>}
COD10K-CAM-2-Terrestrial-45-Spider-2606.jpg@#@<p>The camouflaged objects</p> {<32><9><94><100>}<delim>{<60><18><80><51>}<delim>{<29><50><39><69>}
COD10K-CAM-3-Flying-59-Grasshopper-3790.jpg@#@<p>The camouflaged objects</p> {<23><5><86><91>}
COD10K-CAM-2-Terrestrial-38-Lizard-2288.jpg@#@<p>The camouflaged objects</p> {<48><41><57><56>}<delim>{<2><1><99><99>}
COD10K-CAM-3-Flying-58-Frogmouth-3599.jpg@#@<p>The camouflaged objects</p> {<1><4><96><99>}<delim>{<0><1><56><100>}
COD10K-CAM-2-Terrestrial-32-Giraffe-1940.jpg@#@<p>The camouflaged objects</p> {<30><25><71><96>}<delim>{<28><24><61><96>}
COD10K-CAM-1-Aquatic-13-Pipefish-600.jpg@#@<p>The camouflaged objects</p> {<2><10><97><97>}<delim>{<46><30><96><68>}
COD10K-CAM-1-Aquatic-13-Pipefish-616.jpg@#@<p>The camouflaged objects</p> {<21><28><50><99>}<delim>{<47><29><99><100>}<delim>{<0><47><20><100>}
COD10K-CAM-3-Flying-62-Mantis-4313.jpg@#@<p>The camouflaged objects</p> {<3><6><98><97>}
COD10K-CAM-3-Flying-61-Katydid-4006.jpg@#@<p>The camouflaged objects</p> {<42><42><63><71>}<delim>{<37><44><48><57>}<delim>{<45><43><60><69>}
COD10K-CAM-3-Flying-53-Bird-3030.jpg@#@<p>The camouflaged objects</p> {<13><25><30><44>}<delim>{<48><62><59><76>}
COD10K-CAM-1-Aquatic-11-Octopus-471.jpg@#@<p>The camouflaged objects</p> {<39><0><60><27>}<delim>{<75><37><89><71>}<delim>{<14><0><62><28>}<delim>{<16><26><34><50>}
COD10K-CAM-3-Flying-59-Grasshopper-3634.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-4-Amphibian-68-Toad-5021.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2815.jpg@#@<p>The camouflaged objects</p> {<56><0><86><97>}<delim>{<1><2><24><100>}
COD10K-CAM-2-Terrestrial-31-Gecko-1895.jpg@#@<p>The camouflaged objects</p> {<0><0><100><100>}
COD10K-CAM-2-Terrestrial-24-Caterpillar-1581.jpg@#@<p>The camouflaged objects</p> {<15><1><100><100>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1693.jpg@#@<p>The camouflaged objects</p> {<1><5><100><98>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1688.jpg@#@<p>The camouflaged objects</p> {<18><12><50><78>}<delim>{<47><31><86><73>}
COD10K-CAM-2-Terrestrial-44-Snake-2461.jpg@#@<p>The camouflaged objects</p> {<19><20><92><89>}
COD10K-CAM-3-Flying-63-Mockingbird-4392.jpg@#@<p>The camouflaged objects</p> {<49><28><58><40>}<delim>{<1><43><46><61>}
COD10K-CAM-2-Terrestrial-38-Lizard-2119.jpg@#@<p>The camouflaged objects</p> {<27><28><63><64>}<delim>{<76><29><98><65>}
COD10K-CAM-2-Terrestrial-23-Cat-1413.jpg@#@<p>The camouflaged objects</p> {<40><42><62><71>}<delim>{<1><3><98><100>}
COD10K-CAM-2-Terrestrial-28-Deer-1760.jpg@#@<p>The camouflaged objects.</p> {<26><9><70><100>}<delim>{<1><1><24><100>}
COD10K-CAM-3-Flying-65-Owl-4529.jpg@#@<p>The camouflaged objects</p> {<1><1><100><100>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2856.jpg@#@<p>The camouflaged objects</p> {<13><0><92><99>}<delim>{<46><1><71><84>}
COD10K-CAM-2-Terrestrial-38-Lizard-2279.jpg@#@<p>The camouflaged objects</p> {<36><42><76><69>}<delim>{<0><58><18><79>}<delim>{<14><1><41><18>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1010.jpg@#@<p>The camouflaged objects</p> {<1><0><99><100>}
COD10K-CAM-3-Flying-62-Mantis-4314.jpg@#@<p>The camouflaged objects</p> {<1><2><100><98>}
COD10K-CAM-2-Terrestrial-23-Cat-1412.jpg@#@<p>The camouflaged objects</p> {<20><0><71><85>}<delim>{<0><66><17><89>}<delim>{<81><30><96><54>}
COD10K-CAM-3-Flying-53-Bird-3040.jpg@#@<p>The camouflaged objects.</p> {<0><1><100><100>}
COD10K-CAM-1-Aquatic-12-Pagurian-474.jpg@#@<p>The camouflaged objects</p> {<1><9><81><97>}<delim>{<45><26><79><84>}
COD10K-CAM-2-Terrestrial-45-Spider-2667.jpg@#@<p>The camouflaged objects</p> {<43><70><65><100>}<delim>{<21><43><49><86>}<delim>{<53><47><78><87>}
COD10K-CAM-1-Aquatic-11-Octopus-463.jpg@#@<p>The camouflaged objects</p> {<23><14><87><95>}<delim>{<24><25><47><54>}<delim>{<0><45><18><69>}
COD10K-CAM-1-Aquatic-9-GhostPipefish-380.jpg@#@<p>The camouflaged objects</p> {<4><10><95><78>}<delim>{<68><77><100><100>}<delim>{<2><31><97><100>}
COD10K-CAM-2-Terrestrial-23-Cat-1411.jpg@#@<p>The camouflaged objects</p> {<1><1><100><96>}
COD10K-CAM-1-Aquatic-13-Pipefish-590.jpg@#@<p>The camouflaged objects</p> {<15><37><31><61>}<delim>{<29><60><43><73>}<delim>{<16><64><39><92>}<delim>{<0><58><15><71>}<delim>{<53><69><77><95>}<delim>{<31><2><51><15>}
COD10K-CAM-2-Terrestrial-38-Lizard-2205.jpg@#@<p>The camouflaged objects</p> {<29><41><46><75>}<delim>{<30><41><45><75>}
COD10K-CAM-3-Flying-64-Moth-4448.jpg@#@<p>The camouflaged objects</p> {<13><40><39><79>}<delim>{<29><11><95><93>}
COD10K-CAM-3-Flying-61-Katydid-4242.jpg@#@<p>The camouflaged objects</p> {<15><29><70><87>}<delim>{<1><1><47><65>}
COD10K-CAM-2-Terrestrial-23-Cat-1359.jpg@#@<p>The camouflaged objects</p> {<74><15><100><98>}<delim>{<20><63><30><96>}
COD10K-CAM-4-Amphibian-68-Toad-4873.jpg@#@<p>The camouflaged objects</p> {<19><28><83><89>}<delim>{<0><0><100><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3711.jpg@#@<p>The camouflaged objects</p> {<15><27><41><58>}<delim>{<23><29><36><60>}
COD10K-CAM-3-Flying-59-Grasshopper-3818.jpg@#@<p>The camouflaged objects</p> {<9><23><95><78>}
COD10K-CAM-2-Terrestrial-38-Lizard-2204.jpg@#@<p>The camouflaged objects</p> {<0><0><99><100>}<delim>{<46><34><56><54>}
COD10K-CAM-3-Flying-59-Grasshopper-3729.jpg@#@<p>The camouflaged objects</p> {<1><1><100><98>}
COD10K-CAM-3-Flying-53-Bird-3075.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-1-Aquatic-7-Flounder-246.jpg@#@<p>The camouflaged objects</p> {<27><24><89><81>}
COD10K-CAM-3-Flying-61-Katydid-4241.jpg@#@<p>The camouflaged objects</p> {<5><22><96><92>}
COD10K-CAM-2-Terrestrial-23-Cat-1304.jpg@#@<p>The camouflaged objects.</p> {<62><0><100><34>}<delim>{<53><0><99><34>}
COD10K-CAM-3-Flying-61-Katydid-4201.jpg@#@<p>The camouflaged objects</p> {<0><1><100><98>}
COD10K-CAM-2-Terrestrial-38-Lizard-2180.jpg@#@<p>The camouflaged objects</p> {<59><16><87><82>}
COD10K-CAM-2-Terrestrial-28-Deer-1794.jpg@#@<p>The camouflaged objects.</p> {<0><1><98><98>}
COD10K-CAM-2-Terrestrial-23-Cat-1433.jpg@#@<p>The camouflaged objects</p> {<13><62><40><79>}<delim>{<29><62><41><77>}
COD10K-CAM-2-Terrestrial-46-StickInsect-2804.jpg@#@<p>The camouflaged objects</p> {<6><27><65><48>}<delim>{<54><31><98><69>}<delim>{<0><1><43><39>}
COD10K-CAM-3-Flying-57-Dragonfly-3576.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}
COD10K-CAM-1-Aquatic-20-Turtle-1231.jpg@#@<p>The camouflaged objects</p> {<32><29><73><80>}
COD10K-CAM-3-Flying-59-Grasshopper-3760.jpg@#@<p>The camouflaged objects</p> {<28><13><90><86>}
COD10K-CAM-2-Terrestrial-49-Worm-2944.jpg@#@<p>The camouflaged objects</p> {<10><15><80><100>}<delim>{<49><16><77><79>}
COD10K-CAM-2-Terrestrial-45-Spider-2730.jpg@#@<p>The camouflaged objects</p> {<18><19><96><100>}
COD10K-CAM-1-Aquatic-18-StarFish-1164.jpg@#@<p>The camouflaged objects</p> {<1><48><30><65>}<delim>{<32><27><55><56>}
COD10K-CAM-3-Flying-60-Heron-3884.jpg@#@<p>The camouflaged objects</p> {<0><28><99><100>}<delim>{<0><46><62><100>}
COD10K-CAM-3-Flying-59-Grasshopper-3683.jpg@#@<p>The camouflaged objects</p> {<15><24><80><73>}<delim>{<16><49><71><73>}
COD10K-CAM-2-Terrestrial-26-Chameleon-1707.jpg@#@<p>The camouflaged objects</p> {<48><35><62><69>}
COD10K-CAM-2-Terrestrial-23-Cat-1532.jpg@#@<p>The camouflaged objects</p> {<1><15><60><100>}
COD10K-CAM-3-Flying-53-Bird-3201.jpg@#@<p>The camouflaged objects</p> {<1><1><98><98>}
COD10K-CAM-3-Flying-53-Bird-3171.jpg@#@<p>The camouflaged objects</p> {<39><29><86><94>}<delim>{<51><29><62><40>}<delim>{<1><71><26><99>}<delim>{<64><37><86><89>}
COD10K-CAM-3-Flying-59-Grasshopper-3694.jpg@#@<p>The camouflaged objects</p> {<1><0><61><100>}
COD10K-CAM-1-Aquatic-13-Pipefish-696.jpg@#@<p>The camouflaged objects</p> {<1><57><32><95>}<delim>{<0><82><18><95>}<delim>{<39><47><63><73>}<delim>{<66><29><99><64>}
COD10K-CAM-1-Aquatic-15-SeaHorse-977.jpg@#@<p>The camouflaged objects</p> {<0><1><100><99>}
COD10K-CAM-3-Flying-65-Owl-4563.jpg@#@<p>The camouflaged objects</p> {<47><30><75><100>}<delim>{<0><68><11><99>}
COD10K-CAM-3-Flying-51-Bee-2981.jpg@#@<p>The camouflaged objects</p> {<1><0><100><100>}
COD10K-CAM-1-Aquatic-11-Octopus-453.jpg@#@<p>The camouflaged objects</p> {<21><7><55><98>}<delim>{<45><23><56><89>}
COD10K-CAM-3-Flying-61-Katydid-4209.jpg@#@<p>The camouflaged objects</p> {<27><10><48><79>}<delim>{<35><23><49><54>}<delim>{<27><8><48><62>}<delim>{<34><40><49><67>}
COD10K-CAM-1-Aquatic-7-Flounder-249.jpg@#@<p>The camouflaged objects</p> {<10><20><89><84>}
COD10K-CAM-3-Flying-58-Frogmouth-3602.jpg@#@<p>The camouflaged objects</p> {<0><1><100><100>}<delim>{<39><22><81><74>}
COD10K-CAM-3-Flying-59-Grasshopper-3776.jpg@#@<p>The camouflaged objects</p> {<10><9><82><76>}<delim>{<45><30><80><62>}<delim>{<10><33><61><62>}
COD10K-CAM-2-Terrestrial-45-Spider-2621.jpg@#@<p>The camouflaged objects</p> {<48><30><91><90>}<delim>{<12><12><47><35>}<delim>{<0><1><18><45>}
COD10K-CAM-3-Flying-59-Grasshopper-3720.jpg@#@<p>The camouflaged objects</p> {<28><3><49><32>}<delim>{<1><0><100><100>}
COD10K-CAM-2-Terrestrial-38-Lizard-2183.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
COD10K-CAM-2-Terrestrial-21-Ant-1243.jpg@#@<p>The camouflaged objects</p> {<0><14><92><98>}
COD10K-CAM-3-Flying-62-Mantis-4302.jpg@#@<p>The camouflaged objects</p> {<3><1><98><99>}<delim>{<53><6><87><67>}
COD10K-CAM-1-Aquatic-13-Pipefish-559.jpg@#@<p>The camouflaged objects</p> {<47><5><100><96>}<delim>{<0><1><47><34>}
COD10K-CAM-1-Aquatic-15-SeaHorse-1004.jpg@#@<p>The camouflaged objects</p> {<47><39><56><67>}<delim>{<46><37><56><68>}
COD10K-CAM-3-Flying-53-Bird-3207.jpg@#@<p>The camouflaged objects</p> {<1><3><98><97>}
COD10K-CAM-1-Aquatic-14-ScorpionFish-884.jpg@#@<p>The camouflaged objects</p> {<1><20><92><100>}
COD10K-CAM-1-Aquatic-6-Fish-174.jpg@#@<p>The camouflaged objects</p> {<17><14><58><73>}<delim>{<0><1><100><100>}
COD10K-CAM-3-Flying-62-Mantis-4358.jpg@#@<p>The camouflaged objects</p> {<25><14><85><90>}<delim>{<36><46><50><59>}
COD10K-CAM-3-Flying-61-Katydid-4080.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
COD10K-CAM-3-Flying-62-Mantis-4265.jpg@#@<p>The camouflaged objects</p> {<40><1><72><99>}<delim>{<38><36><52><99>}
COD10K-CAM-2-Terrestrial-22-Bug-1267.jpg@#@<p>The camouflaged objects</p> {<1><1><99><100>}
